region,woreda,date,forecast,lower80,upper80
amhara,beyeda,2025-11-01,84.02234135496266,-159.26675427282376,327.3114369827491
amhara,beyeda,2025-12-01,158.98488752078873,-85.12526141019907,403.0950364517765
amhara,debark_town,2025-11-01,35.632458921967185,-123.0,
